kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,scientificName,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,day,month,year,basisOfRecord,institutionCode,catalogNumber,identifiedBy,dateIdentified,rightsHolder,recordedBy
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vosnesenskii,,"Bombus vosnesenskii Radoszkowski, 1862",Siskiyou County,California,,,1911-06-02T00:00:00Z,2,6,1911,PRESERVED_SPECIMEN,USDA-ARS,USNM00740775,,,,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vosnesenskii,,"Bombus vosnesenskii Radoszkowski, 1862",San Diego County,California,,,1928-08-15T00:00:00Z,15,8,1928,PRESERVED_SPECIMEN,USDA-ARS,JPS16282,J.B. Koch 2010,,,C.C. Searl
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vosnesenskii,,"Bombus vosnesenskii Radoszkowski, 1862",Los Angeles County,California,,,1917-05-05T00:00:00Z,5,5,1917,PRESERVED_SPECIMEN,USDA-ARS,JPS27944,R.W. Thorp 1968,,,R. May
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vosnesenskii,,"Bombus vosnesenskii Radoszkowski, 1862",Los Angeles County,California,,,1917-05-05T00:00:00Z,5,5,1917,PRESERVED_SPECIMEN,USDA-ARS,JPS27763,R.W. Thorp 1968,,,R. May
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vosnesenskii,,"Bombus vosnesenskii Radoszkowski, 1862",Los Angeles County,California,,,1917-05-05T00:00:00Z,5,5,1917,PRESERVED_SPECIMEN,USDA-ARS,JPS27762,R.W. Thorp 1968,,,R. May
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vosnesenskii,,"Bombus vosnesenskii Radoszkowski, 1862",Los Angeles County,California,,,1917-07-27T00:00:00Z,27,7,1917,PRESERVED_SPECIMEN,USDA-ARS,JPS27403,R.W. Thorp 1968,,,R. May
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vosnesenskii,,"Bombus vosnesenskii Radoszkowski, 1862",Los Angeles County,California,,,1917-08-05T00:00:00Z,5,8,1917,PRESERVED_SPECIMEN,USDA-ARS,JPS27446,R.W. Thorp 1968,,,R. May
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Calathus,Calathus ruficollis,,"Calathus ruficollis Dejean, 1828",Los Angeles County,California,34.36667,-118.2,1928-04-12T00:00:00Z,12,4,1928,PRESERVED_SPECIMEN,CSU,CSU_ENT0025516,,2014-01-01T00:00:00Z,Department of Bioagricultural Sciences and Pest Management,unknown
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Coniontis,Coniontis viatica,,"Coniontis viatica Eschscholtz, 1829",Los Altos,California,,,1923-04-01T00:00:00Z,,4,1923,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 103 475,J. T. Doyen : University of California - Berkeley,1993-01-01T00:00:00Z,The Field Mueum of Natural History,
Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cryptolaemus,Cryptolaemus montrousieri,,"Cryptolaemus montrousieri Mulsant, 1853",Los Angeles,California,34.052234,-118.243685,1935-12-08T00:00:00Z,8,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 048 441,C. W. Wingo,1950-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,Cylindroiulus latestriatus,,"Diploiulus luscus (Meinert, 1868)",Los Angeles,California,34.059061,-118.364535,1935-12-08T00:00:00Z,8,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 011 534,,,The Field Mueum of Natural History,
Animalia,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,Cylindroiulus latestriatus,,"Diploiulus luscus (Meinert, 1868)",Los Angeles,California,34.059061,-118.364535,1936-03-29T00:00:00Z,29,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 000 658,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Diplopoda,Julida,Julidae,Diploiulus,Diploiulus londinensis,,"Diploiulus londinensis (Leach, 1815)",Los Angeles,California,34.059061,-118.364535,1936-01-26T00:00:00Z,26,1,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 000 661,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes acuticauda,,"Eleodes acuticauda LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1935-05-30T00:00:00Z,30,5,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 117 258,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes acuticauda,,"Eleodes acuticauda LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1935-09-03T00:00:00Z,3,9,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 117 259,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes acuticauda,,"Eleodes acuticauda LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1935-09-03T00:00:00Z,3,9,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 117 256,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes acuticauda,,"Eleodes acuticauda LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1936-05-03T00:00:00Z,3,5,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 117 261,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes acuticauda,,"Eleodes acuticauda LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1935-07-22T00:00:00Z,22,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 117 260,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes acuticauda,,"Eleodes acuticauda LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1936-05-03T00:00:00Z,3,5,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 117 262,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes acuticauda,,"Eleodes acuticauda LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1936-03-29T00:00:00Z,29,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 117 263,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes acuticauda,,"Eleodes acuticauda LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1935-09-03T00:00:00Z,3,9,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 117 257,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes acuticauda,,"Eleodes acuticauda LeConte, 1851",Los Angeles,California,34.052234,-118.243685,1936-03-22T00:00:00Z,22,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 117 266,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes acuticauda,,"Eleodes acuticauda LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1936-03-29T00:00:00Z,29,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 117 265,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes acuticauda,,"Eleodes acuticauda LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1936-03-29T00:00:00Z,29,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 117 264,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes armata,,"Eleodes armata LeConte, 1851","Sand hills, W of Yuma County Arizona",California,,,1937-05-01T00:00:00Z,1,5,1937,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 086,R. Aalbu : California Academy of Sciences,1998-01-01T00:00:00Z,The Field Mueum of Natural History,K. P. Schmidt
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes carbonaria,omissa,"Eleodes carbonaria omissa LeConte, 1858",Los Angeles,California,34.052234,-118.243685,1935-06-30T00:00:00Z,30,6,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 301,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes carbonaria,omissa,"Eleodes carbonaria omissa LeConte, 1858",Los Angeles,California,34.059061,-118.364535,1935-05-12T00:00:00Z,12,5,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 299,C. A. Triplehorn,2001-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes carbonaria,omissa,"Eleodes carbonaria omissa LeConte, 1858",Los Angeles,California,34.059061,-118.364535,1935-09-02T00:00:00Z,2,9,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 298,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes carbonaria,omissa,"Eleodes carbonaria omissa LeConte, 1858",Los Angeles,California,34.059061,-118.364535,1935-05-30T00:00:00Z,30,5,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 304,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes carbonaria,omissa,"Eleodes carbonaria omissa LeConte, 1858",Los Angeles,California,34.052234,-118.243685,1935-12-15T00:00:00Z,15,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 293,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes carbonaria,omissa,"Eleodes carbonaria omissa LeConte, 1858",Los Angeles,California,34.059061,-118.364535,1936-05-03T00:00:00Z,3,5,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 289,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes carbonaria,omissa,"Eleodes carbonaria omissa LeConte, 1858",Los Angeles,California,34.052234,-118.243685,1935-12-15T00:00:00Z,15,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 295,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes carbonaria,omissa,"Eleodes carbonaria omissa LeConte, 1858",Los Angeles,California,34.052234,-118.243685,1935-12-15T00:00:00Z,15,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 292,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes carbonaria,omissa,"Eleodes carbonaria omissa LeConte, 1858",Los Angeles,California,34.059061,-118.364535,1936-01-05T00:00:00Z,5,1,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 285,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes carbonaria,omissa,"Eleodes carbonaria omissa LeConte, 1858",Los Angeles,California,34.052234,-118.243685,1935-12-15T00:00:00Z,15,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 294,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes carbonaria,omissa,"Eleodes carbonaria omissa LeConte, 1858",Los Angeles,California,34.052234,-118.243685,1935-12-15T00:00:00Z,15,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 291,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes carbonaria,omissa,"Eleodes carbonaria omissa LeConte, 1858",Los Angeles,California,34.059061,-118.364535,1936-01-05T00:00:00Z,5,1,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 286,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes carbonaria,omissa,"Eleodes carbonaria omissa LeConte, 1858",Los Angeles,California,34.059061,-118.364535,1935-05-30T00:00:00Z,30,5,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 303,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes carbonaria,omissa,"Eleodes carbonaria omissa LeConte, 1858",Los Angeles,California,34.052234,-118.243685,1935-12-15T00:00:00Z,15,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 290,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes carbonaria,omissa,"Eleodes carbonaria omissa LeConte, 1858",Los Angeles,California,34.059061,-118.364535,1935-05-30T00:00:00Z,30,5,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 302,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes carbonaria,omissa,"Eleodes carbonaria omissa LeConte, 1858",Los Angeles,California,34.059061,-118.364535,1935-05-30T00:00:00Z,30,5,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 305,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes carbonaria,omissa,"Eleodes carbonaria omissa LeConte, 1858",Los Angeles,California,34.059061,-118.364535,1936-01-05T00:00:00Z,5,1,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 287,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes carbonaria,omissa,"Eleodes carbonaria omissa LeConte, 1858",Los Angeles,California,34.059061,-118.364535,1935-05-12T00:00:00Z,12,5,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 300,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes carbonaria,omissa,"Eleodes carbonaria omissa LeConte, 1858",Los Angeles,California,34.059061,-118.364535,1936-05-03T00:00:00Z,3,5,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 288,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes consobrina,,"Eleodes consobrina LeConte, 1851",Los Angeles,California,34.052234,-118.243685,1908-03-01T00:00:00Z,1,3,1908,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 450,,,The Field Mueum of Natural History,
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes consobrina,,"Eleodes consobrina LeConte, 1851",Los Angeles,California,34.052234,-118.243685,1908-03-01T00:00:00Z,1,3,1908,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 449,F. E. Blaisdell,,The Field Mueum of Natural History,
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes consobrina,,"Eleodes consobrina LeConte, 1851",Los Angeles,California,34.052234,-118.243685,1908-03-01T00:00:00Z,1,3,1908,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 137 448,,,The Field Mueum of Natural History,
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes osculans,,"Eleodes osculans (LeConte, 1851)",Los Angeles,California,34.052234,-118.243685,1936-03-22T00:00:00Z,22,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 150 015,R. Aalbu : California Academy of Sciences,1998-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes osculans,,"Eleodes osculans (LeConte, 1851)",Los Angeles,California,34.059061,-118.364535,1935-07-22T00:00:00Z,22,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 150 006,R. Aalbu : California Academy of Sciences,1998-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes osculans,,"Eleodes osculans (LeConte, 1851)",Los Angeles,California,34.052234,-118.243685,1915-05-01T00:00:00Z,1,5,1915,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 150 049,R. Aalbu : California Academy of Sciences,1998-01-01T00:00:00Z,The Field Mueum of Natural History,
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes osculans,,"Eleodes osculans (LeConte, 1851)",Los Angeles,California,34.052234,-118.243685,1908-03-01T00:00:00Z,1,3,1908,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 150 020,R. Aalbu : California Academy of Sciences,1998-01-01T00:00:00Z,The Field Mueum of Natural History,
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes osculans,,"Eleodes osculans (LeConte, 1851)",Los Angeles,California,34.059061,-118.364535,1936-03-29T00:00:00Z,29,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 150 010,R. Aalbu : California Academy of Sciences,1998-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes osculans,,"Eleodes osculans (LeConte, 1851)",Los Angeles,California,34.059061,-118.364535,1936-03-29T00:00:00Z,29,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 150 012,R. Aalbu : California Academy of Sciences,1998-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes osculans,,"Eleodes osculans (LeConte, 1851)",Los Angeles,California,34.059061,-118.364535,1936-02-02T00:00:00Z,2,2,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 150 018,R. Aalbu : California Academy of Sciences,1998-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes osculans,,"Eleodes osculans (LeConte, 1851)",Los Angeles,California,34.059061,-118.364535,1935-07-22T00:00:00Z,22,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 150 007,R. Aalbu : California Academy of Sciences,1998-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes osculans,,"Eleodes osculans (LeConte, 1851)",Los Angeles,California,34.059061,-118.364535,1936-03-29T00:00:00Z,29,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 150 013,R. Aalbu : California Academy of Sciences,1998-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes osculans,,"Eleodes osculans (LeConte, 1851)",Los Angeles,California,34.052234,-118.243685,1936-03-22T00:00:00Z,22,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 150 016,R. Aalbu : California Academy of Sciences,1998-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes osculans,,"Eleodes osculans (LeConte, 1851)",Los Angeles,California,34.059061,-118.364535,1936-02-02T00:00:00Z,2,2,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 150 017,R. Aalbu : California Academy of Sciences,1998-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes osculans,,"Eleodes osculans (LeConte, 1851)",Los Angeles,California,34.052234,-118.243685,1908-03-01T00:00:00Z,1,3,1908,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 150 019,R. Aalbu : California Academy of Sciences,1998-01-01T00:00:00Z,The Field Mueum of Natural History,
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes osculans,,"Eleodes osculans (LeConte, 1851)",Los Angeles,California,34.059061,-118.364535,1935-07-22T00:00:00Z,22,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 150 009,R. Aalbu : California Academy of Sciences,1998-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes osculans,,"Eleodes osculans (LeConte, 1851)",Los Angeles,California,34.059061,-118.364535,1936-03-29T00:00:00Z,29,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 150 011,R. Aalbu : California Academy of Sciences,1998-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes osculans,,"Eleodes osculans (LeConte, 1851)",Los Angeles,California,34.059061,-118.364535,1936-03-29T00:00:00Z,29,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 150 014,R. Aalbu : California Academy of Sciences,1998-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes osculans,,"Eleodes osculans (LeConte, 1851)",Los Angeles,California,34.059061,-118.364535,1935-07-22T00:00:00Z,22,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 150 008,R. Aalbu : California Academy of Sciences,1998-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes tricostata,,"Eleodes tricostata (Say, 1824)",Los Angeles County,California,34.36667,-118.2,1930-08-02T00:00:00Z,2,8,1930,PRESERVED_SPECIMEN,CSU,CSU ENT0004996,F.E. Blaisdell,,Department of Bioagricultural Sciences and Pest Management,unknown
Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrus,Enochrus piceus,piceus,Enochrus piceus piceus,Los Angeles,California,34.059061,-118.364535,1936-04-26T00:00:00Z,26,4,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 653 612,R. W. Gundersen : St. Cloud State University,1966-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrus,Enochrus piceus,piceus,Enochrus piceus piceus,Los Angeles,California,34.059061,-118.364535,1935-10-27T00:00:00Z,27,10,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 653 614,R. W. Gundersen : St. Cloud State University,1966-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrus,Enochrus piceus,piceus,Enochrus piceus piceus,Los Angeles,California,34.059061,-118.364535,1935-10-27T00:00:00Z,27,10,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 653 613,R. W. Gundersen : St. Cloud State University,1966-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia,Euborellia annulipes,,"Euborellia annulipes (H.F.Lucas, 1847)",Los Angeles,California,34.052234,-118.243685,1935-05-03T00:00:00Z,3,5,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 439 943,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia,Euborellia annulipes,,"Euborellia annulipes (H.F.Lucas, 1847)",Los Angeles,California,34.052234,-118.243685,1935-05-03T00:00:00Z,3,5,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 439 942,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia,Euborellia annulipes,,"Euborellia annulipes (H.F.Lucas, 1847)",Los Angeles,California,34.052234,-118.243685,1935-05-03T00:00:00Z,3,5,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 439 941,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia,Euborellia annulipes,,"Euborellia annulipes (H.F.Lucas, 1847)",Los Angeles,California,34.052234,-118.243685,1935-06-16T00:00:00Z,16,6,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 439 939,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia,Euborellia annulipes,,"Euborellia annulipes (H.F.Lucas, 1847)",Los Angeles,California,34.052234,-118.243685,1935-06-16T00:00:00Z,16,6,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 439 938,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia,Euborellia annulipes,,"Euborellia annulipes (H.F.Lucas, 1847)",Los Angeles,California,34.052234,-118.243685,1935-06-16T00:00:00Z,16,6,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 439 937,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia,Euborellia annulipes,,"Euborellia annulipes (H.F.Lucas, 1847)",Los Angeles,California,34.052234,-118.243685,1935-05-03T00:00:00Z,3,5,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 439 940,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia,Euborellia annulipes,,"Euborellia annulipes (H.F.Lucas, 1847)",Los Angeles,California,34.052234,-118.243685,1935-05-26T00:00:00Z,26,5,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 439 936,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Eumenes,Eumenes crucifera,,"Eumenes crucifera Prov., 1888",Los Angeles,California,34.059061,-118.364535,1937-09-06T00:00:00Z,6,9,1937,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 063 824,Dr. Richard M. Bohart : University of California,1953-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Eumenes,Eumenes crucifera,,"Eumenes crucifera Prov., 1888",Los Angeles,California,34.059061,-118.364535,1937-09-06T00:00:00Z,6,9,1937,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 063 823,Dr. Richard M. Bohart : University of California,1953-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Eumenes,Eumenes crucifera,,"Eumenes crucifera Prov., 1888",Los Angeles,California,34.059061,-118.364535,1937-09-06T00:00:00Z,6,9,1937,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 386 785,Dr. Richard M. Bohart : University of California,1953-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
