kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,scientificName,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,day,month,year,basisOfRecord,institutionCode,catalogNumber,identifiedBy,dateIdentified,rightsHolder,recordedBy
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Saprinus,Saprinus lugens,,"Saprinus lugens Erichson, 1834",Los Angeles,California,34.052234,-118.243685,1935-06-30T00:00:00Z,30,6,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 833 615,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Saprinus,Saprinus lugens,,"Saprinus lugens Erichson, 1834",Los Angeles,California,34.052234,-118.243685,1930-03-19T00:00:00Z,19,3,1930,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 833 626,,,The Field Mueum of Natural History,C. H. Hicks
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Saprinus,Saprinus lugens,,"Saprinus lugens Erichson, 1834",Los Angeles,California,34.052234,-118.243685,1935-06-30T00:00:00Z,30,6,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 833 616,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Saprinus,Saprinus lugens,,"Saprinus lugens Erichson, 1834",Los Angeles,California,34.052234,-118.243685,1930-03-19T00:00:00Z,19,3,1930,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 833 629,,,The Field Mueum of Natural History,C. H. Hicks
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Saprinus,Saprinus lugens,,"Saprinus lugens Erichson, 1834",Los Angeles,California,34.052234,-118.243685,1930-03-19T00:00:00Z,19,3,1930,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 833 624,,,The Field Mueum of Natural History,C. H. Hicks
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Saprinus,Saprinus lugens,,"Saprinus lugens Erichson, 1834",Los Angeles,California,34.059061,-118.364535,1936-03-15T00:00:00Z,15,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 833 617,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Saprinus,Saprinus lugens,,"Saprinus lugens Erichson, 1834",Los Angeles,California,34.052234,-118.243685,1930-03-19T00:00:00Z,19,3,1930,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 833 621,,,The Field Mueum of Natural History,C. H. Hicks
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Saprinus,Saprinus lugens,,"Saprinus lugens Erichson, 1834",Los Angeles,California,34.059061,-118.364535,1936-03-15T00:00:00Z,15,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 833 618,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Saprinus,Saprinus lugens,,"Saprinus lugens Erichson, 1834",Los Angeles,California,34.052234,-118.243685,1930-03-19T00:00:00Z,19,3,1930,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 833 627,,,The Field Mueum of Natural History,C. H. Hicks
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Saprinus,Saprinus lugens,,"Saprinus lugens Erichson, 1834",Los Angeles,California,34.052234,-118.243685,1930-03-19T00:00:00Z,19,3,1930,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 833 623,,,The Field Mueum of Natural History,C. H. Hicks
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Saprinus,Saprinus lugens,,"Saprinus lugens Erichson, 1834",Los Angeles,California,34.052234,-118.243685,1930-03-19T00:00:00Z,19,3,1930,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 833 625,,,The Field Mueum of Natural History,C. H. Hicks
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Saprinus,Saprinus lugens,,"Saprinus lugens Erichson, 1834",Los Angeles,California,34.059061,-118.364535,1936-03-15T00:00:00Z,15,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 833 619,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Saprinus,Saprinus lugens,,"Saprinus lugens Erichson, 1834",Los Angeles,California,34.052234,-118.243685,1930-03-19T00:00:00Z,19,3,1930,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 833 622,,,The Field Mueum of Natural History,C. H. Hicks
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Saprinus,Saprinus lugens,,"Saprinus lugens Erichson, 1834",Los Angeles,California,34.059061,-118.364535,1936-03-15T00:00:00Z,15,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 833 620,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Saprinus,Saprinus lugens,,"Saprinus lugens Erichson, 1834",Los Angeles,California,34.052234,-118.243685,1930-03-19T00:00:00Z,19,3,1930,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 833 630,,,The Field Mueum of Natural History,C. H. Hicks
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Saprinus,Saprinus lugens,,"Saprinus lugens Erichson, 1834",Los Angeles,California,34.052234,-118.243685,1926-07-10T00:00:00Z,10,7,1926,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 833 841,,,The Field Mueum of Natural History,C. H. Hicks
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Saprinus,Saprinus lugens,,"Saprinus lugens Erichson, 1834",Los Angeles,California,34.052234,-118.243685,1930-03-19T00:00:00Z,19,3,1930,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 833 628,,,The Field Mueum of Natural History,C. H. Hicks
Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopocryptopidae,Scolopocryptops,Scolopocryptops sexspinosus,,"Scolopocryptops sexspinosus Say, 1821",Los Angeles,California,34.059061,-118.364535,1936-04-05T00:00:00Z,5,4,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0002 820 607,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopocryptopidae,Scolopocryptops,Scolopocryptops sexspinosus,,"Scolopocryptops sexspinosus Say, 1821",Los Angeles,California,34.059061,-118.364535,1936-12-22T00:00:00Z,22,12,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0002 820 603,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Mutillidae,Sphaeropthalma,Sphaeropthalma unicolor,,Sphaeropthalma unicolor,Los Angeles,California,33.913616,-118.087997,1935-04-01T00:00:00Z,,4,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 203 881,Dr. James P. Pitts : Utah State University,2015-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Stelis,Stelis laticincta,,"Stelis laticincta Cresson, 1878","Sierra Madre, near Los Angeles",California,34.1634,-118.0528,1916-08-23T00:00:00Z,23,8,1916,PRESERVED_SPECIMEN,USDA-ARS,NewY0016,,,,
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Stelis,Stelis laticincta,,"Stelis laticincta Cresson, 1878",Los Angeles,California,34.0643,-118.1884,1912-06-30T00:00:00Z,30,6,1912,PRESERVED_SPECIMEN,USDA-ARS,Wash0005,,,,J.C. Bridwell
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Stictotarsus,Stictotarsus striatellus,,"Stictotarsus striatellus (LeConte, 1852)",Los Angeles,California,34.052234,-118.243685,1935-07-14T00:00:00Z,14,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 568 084,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Stictotarsus,Stictotarsus striatellus,,"Stictotarsus striatellus (LeConte, 1852)",Los Angeles,California,34.052234,-118.243685,1935-07-14T00:00:00Z,14,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 568 082,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Stictotarsus,Stictotarsus striatellus,,"Stictotarsus striatellus (LeConte, 1852)",Los Angeles,California,34.052234,-118.243685,1935-07-14T00:00:00Z,14,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 568 085,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Stictotarsus,Stictotarsus striatellus,,"Stictotarsus striatellus (LeConte, 1852)",Los Angeles,California,34.052234,-118.243685,1935-07-14T00:00:00Z,14,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 568 083,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Stictotarsus,Stictotarsus striatellus,,"Stictotarsus striatellus (LeConte, 1852)",Los Angeles,California,34.052234,-118.243685,1935-07-14T00:00:00Z,14,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 568 086,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Stictotarsus,Stictotarsus striatellus,,"Stictotarsus striatellus (LeConte, 1852)",Los Angeles,California,34.052234,-118.243685,1935-07-14T00:00:00Z,14,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 568 081,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,Tabanus punctifer,,"Tabanus punctifer Osten Sacken, 1876",Los Angeles,California,34.059061,-118.364535,1935-10-13T00:00:00Z,13,10,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 100 867,Dr. Cornelius B. Philip : Rocky Mountain Laboratory,1952-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Chilopoda,Geophilomorpha,Geophilidae,Taiyuna,Taiyuna occidentalis,,"Taiyuna occidentalis F.Meinert, 1886",Los Angeles,California,34.059061,-118.364535,1936-05-04T00:00:00Z,4,5,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 096 013,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Silphidae,Thanatophilus,Thanatophilus lapponicus,,"Thanatophilus lapponicus (Herbst, 1793)",Los Angeles,California,34.059061,-118.364535,1936-03-15T00:00:00Z,15,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 081 769,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Silphidae,Thanatophilus,Thanatophilus lapponicus,,"Thanatophilus lapponicus (Herbst, 1793)",Los Angeles,California,34.059061,-118.364535,1936-03-15T00:00:00Z,15,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 081 766,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Silphidae,Thanatophilus,Thanatophilus lapponicus,,"Thanatophilus lapponicus (Herbst, 1793)",Los Angeles,California,34.059061,-118.364535,1936-03-15T00:00:00Z,15,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 081 768,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Silphidae,Thanatophilus,Thanatophilus lapponicus,,"Thanatophilus lapponicus (Herbst, 1793)",Los Angeles,California,34.059061,-118.364535,1936-03-15T00:00:00Z,15,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 081 767,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Silphidae,Thanatophilus,Thanatophilus lapponicus,,"Thanatophilus lapponicus (Herbst, 1793)",Los Angeles,California,34.059061,-118.364535,1936-03-15T00:00:00Z,15,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 081 770,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Tropisternus,Tropisternus californicus,,"Tropisternus californicus (LeConte & J.L., 1855)",Los Angeles,California,34.052234,-118.243685,1935-07-14T00:00:00Z,14,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 733 953,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Tropisternus,Tropisternus californicus,,"Tropisternus californicus (LeConte & J.L., 1855)",Los Angeles,California,34.052234,-118.243685,1935-07-14T00:00:00Z,14,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 733 954,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Tropisternus,Tropisternus californicus,,"Tropisternus californicus (LeConte & J.L., 1855)",Los Angeles,California,34.052234,-118.243685,1935-07-14T00:00:00Z,14,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 733 952,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Tropisternus,Tropisternus californicus,,"Tropisternus californicus (LeConte & J.L., 1855)",Los Angeles,California,34.052234,-118.243685,1935-06-16T00:00:00Z,16,6,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 733 951,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Tropisternus,Tropisternus californicus,,"Tropisternus californicus (LeConte & J.L., 1855)",Los Angeles,California,34.052234,-118.243685,1935-07-07T00:00:00Z,7,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 733 950,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Xerosaprinus,Xerosaprinus lubricus,,"Xerosaprinus lubricus (J.L.LeConte, 1851)",Los Angeles,California,34.059061,-118.364535,1936-03-15T00:00:00Z,15,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 852 695,Dr. Rupert L. Wenzel : Field Museum of Natural History - Insects,1950-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Xerosaprinus,Xerosaprinus lubricus,,"Xerosaprinus lubricus (J.L.LeConte, 1851)",Los Angeles,California,34.052234,-118.243685,1935-06-30T00:00:00Z,30,6,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 852 607,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Xerosaprinus,Xerosaprinus lubricus,,"Xerosaprinus lubricus (J.L.LeConte, 1851)",Los Angeles,California,34.059061,-118.364535,1936-03-15T00:00:00Z,15,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 852 609,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Xerosaprinus,Xerosaprinus lubricus,,"Xerosaprinus lubricus (J.L.LeConte, 1851)",Los Angeles,California,34.059061,-118.364535,1936-03-15T00:00:00Z,15,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 852 608,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Coniontis,,,"Coniontis Eschscholtz, 1829",Los Angeles,California,34.059061,-118.364535,1936-05-07T00:00:00Z,7,5,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 117 720,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Coniontis,,,"Coniontis Eschscholtz, 1829",Los Angeles,California,34.059061,-118.364535,1936-04-26T00:00:00Z,26,4,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 117 723,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Coniontis,,,"Coniontis Eschscholtz, 1829",Los Angeles,California,34.059061,-118.364535,1935-09-02T00:00:00Z,2,9,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 117 697,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Coniontis,,,"Coniontis Eschscholtz, 1829",Los Angeles,California,34.059061,-118.364535,1935-01-01T00:00:00Z,,,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 117 698,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Metoponium,,,"Metoponium Casey, 1907",Los Angeles,California,34.052234,-118.243685,1935-12-15T00:00:00Z,15,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 129,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Metoponium,,,"Metoponium Casey, 1907",Los Angeles,California,34.052234,-118.243685,1935-12-15T00:00:00Z,15,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 128,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Scoliidae,,,,Scoliidae,Los Angeles,California,34.059061,-118.364535,1935-10-27T00:00:00Z,27,10,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 199 034,Dr. Douglas Yanega : University of California - Riverside,1994-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Mutillidae,Pseudomethoca,,,"Pseudomethoca Ashmead, 1896",Los Angeles,California,34.059061,-118.364535,1935-09-01T00:00:00Z,1,9,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 203 212,K. A. Williams : Florida State Collection of Arthropods,2007-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Mutillidae,Pseudomethoca,,,"Pseudomethoca Ashmead, 1896",Los Angeles,California,34.059061,-118.364535,1935-09-01T00:00:00Z,1,9,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 203 211,K. A. Williams : Florida State Collection of Arthropods,2007-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Mutillidae,Pseudomethoca,,,"Pseudomethoca Ashmead, 1896",Los Angeles,California,34.052234,-118.243685,1936-03-22T00:00:00Z,22,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 203 213,K. A. Williams : Florida State Collection of Arthropods,2007-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Mutillidae,Dasymutilla,,,"Dasymutilla Ashmead, 1899",Orange County Park,California,33.673768,-117.736169,1908-06-27T00:00:00Z,27,6,1908,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 204 489,K. A. Williams : Florida State Collection of Arthropods,2007-01-01T00:00:00Z,The Field Mueum of Natural History,C. A. Hill
Animalia,Arthropoda,Insecta,Hymenoptera,Mutillidae,Dasymutilla,,,"Dasymutilla Ashmead, 1899",Los Angeles,California,34.059061,-118.364535,1907-08-13T00:00:00Z,13,8,1907,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 204 505,K. A. Williams : Florida State Collection of Arthropods,2007-01-01T00:00:00Z,The Field Mueum of Natural History,
Animalia,Arthropoda,Insecta,Hymenoptera,Mutillidae,Dasymutilla,,,"Dasymutilla Ashmead, 1899",Los Angeles,California,34.059061,-118.364535,1907-08-13T00:00:00Z,13,8,1907,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 204 506,K. A. Williams : Florida State Collection of Arthropods,2007-01-01T00:00:00Z,The Field Mueum of Natural History,
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,,Dytiscidae,Los Angeles,California,34.059061,-118.364535,1935-10-27T00:00:00Z,27,10,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 527 666,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,,Dytiscidae,Los Angeles,California,34.059061,-118.364535,1935-10-27T00:00:00Z,27,10,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 527 665,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,,Dytiscidae,Los Angeles,California,34.059061,-118.364535,1935-10-27T00:00:00Z,27,10,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 527 664,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Anisoptera,,,Anisoptera,Los Angeles,California,34.052234,-118.243685,1935-08-04T00:00:00Z,4,8,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 466 741,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Dolerus,,,"Dolerus Panzer, 1801",Los Angeles,California,34.059061,-118.364535,1937-09-06T00:00:00Z,6,9,1937,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 386 873,Dr. Gary A. P. Gibson : Canadian Department of Agriculture,1978-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Bembicidae,,,,Bembicidae,Los Angeles,California,34.052234,-118.243685,1935-07-04T00:00:00Z,4,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 387 791,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Andricus,,,"Andricus Hartig, 1840","Los Angeles, Tujunga",California,34.257971,-118.287638,1931-04-08T00:00:00Z,8,4,1931,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 370 967,,,The Field Mueum of Natural History,
Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Andricus,,,"Andricus Hartig, 1840","Los Angeles, Tujunga",California,34.257971,-118.287638,1932-03-26T00:00:00Z,26,3,1932,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 370 966,,,The Field Mueum of Natural History,
Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Andricus,,,"Andricus Hartig, 1840","Los Angeles, Tujunga",California,34.257971,-118.287638,1932-03-26T00:00:00Z,26,3,1932,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 370 965,,,The Field Mueum of Natural History,
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,,,"Pheidole Westwood, 1839",Los Angeles,California,34.052234,-118.243685,1935-05-30T00:00:00Z,30,5,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 121 679,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,,,"Pogonomyrmex Mayr, 1868",Los Angeles,California,34.052234,-118.243685,1935-07-04T00:00:00Z,4,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 121 489,Mr. Gordon Grant,1935-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,,,"Pogonomyrmex Mayr, 1868","Los Angeles, Elysian Park",California,34.084459,-118.239509,1937-09-14T00:00:00Z,14,9,1937,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 121 485,Mr. Gordon Grant,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,,,"Pogonomyrmex Mayr, 1868",Los Angeles,California,34.052234,-118.243685,1936-03-08T00:00:00Z,8,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 121 484,Mr. Gordon Grant,1936-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Formica,,,"Formica Linnaeus, 1758",Los Angeles,California,34.052234,-118.243685,1936-03-08T00:00:00Z,8,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 120 123,,1936-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Formica,,,"Formica Linnaeus, 1758",Los Angeles,California,34.052234,-118.243685,1936-03-01T00:00:00Z,1,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 120 120,Mr. Gordon Grant,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Formica,,,"Formica Linnaeus, 1758",Los Angeles,California,34.052234,-118.243685,1935-08-04T00:00:00Z,4,8,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 120 122,,1935-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Iridomyrmex,,,"Iridomyrmex Mayr, 1862",Los Angeles,California,34.052234,-118.243685,1936-05-27T00:00:00Z,27,5,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 119 934,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Iridomyrmex,,,"Iridomyrmex Mayr, 1862",Los Angeles,California,34.052234,-118.243685,1935-12-01T00:00:00Z,1,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 119 767,,1936-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Iridomyrmex,,,"Iridomyrmex Mayr, 1862",Los Angeles,California,34.052234,-118.243685,1935-05-26T00:00:00Z,26,5,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 119 762,,1935-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Iridomyrmex,,,"Iridomyrmex Mayr, 1862",Los Angeles,California,34.052234,-118.243685,1935-05-05T00:00:00Z,5,5,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 119 761,,1935-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Iridomyrmex,,,"Iridomyrmex Mayr, 1862",Los Angeles,California,34.052234,-118.243685,1935-06-16T00:00:00Z,16,6,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 119 781,,1935-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Blattodea,,,,,Blattodea,Los Angeles,California,34.059061,-118.364535,1935-01-01T00:00:00Z,,,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0002 841 039,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Blattodea,,,,,Blattodea,Los Angeles,California,34.059061,-118.364535,1935-01-01T00:00:00Z,,,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0002 841 040,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Blattodea,,,,,Blattodea,Los Angeles,California,34.059061,-118.364535,1935-01-01T00:00:00Z,,,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0002 841 041,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,"Solenopsis Westwood, 1840",Los Angeles,California,34.052234,-118.243685,1936-03-22T00:00:00Z,22,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 121 981,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,"Solenopsis Westwood, 1840",Los Angeles,California,34.052234,-118.243685,1935-06-22T00:00:00Z,22,6,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 121 984,,,The Field Mueum of Natural History,G. Grant
